"response","var1","var2"
0,1,-1.28828045
0,0,0.215654109
0,1,-0.227825417
0,1,-0.715525093935968
0,1,-0.907576069612706
0,0,-0.6244899572165
0,0,-0.55520643
0,0,-0.245212071
0,1,-0.56425958
0,1,-0.068561556
0,1,-0.831607407
0,0,-1.015009045
0,0,-0.479429276
0,1,-0.712127285
